track_name,track_id,artist_name,artist_id,album_name,album_id,release_date,duration_ms,popularity,lyrics,matched_url
Carcará,3qNERYCjkBFyhYUNh4Hl9K,Maria Bethânia,3f5VCwd57gZsqMad28jyLV,As Grandes Décadas Da Música Popular Brasileira,7AwnGQ08DcVfxpClI5SuWY,1965,163160,39,"Carcará, pega, mata e come
Carcará, num vai morrer de fome
Carcará, mais coragem do que homem
Carcará, pega, mata e come

Lá no sertão
É um bicho que avoa que nem avião
É um pássaro malvado
Tem o bico volteado que nem gavião
Carcará, quando vê roça queimada
Sai voando e cantando, carcará
Vai fazer sua caçada
Carcará
Come inté cobra queimada
Quando chega o tempo da invernada
No sertão não tem mais roça queimada
Carcará mesmo assim num passa fome
Os burrego que nasce na baixada

Carcará, pega, mata e come
Carcará, num vai morrer de fome
Carcará, mais coragem do que homem
Carcará, pega, mata e come

Carcará é malvado, é valentão
É a águia de lá do meu sertão
Os burrego novinho num pode andar
Ele puxa no bico inté matá

Carcará, pega, mata e come
Carcará, num vai morrer de fome
Carcará, mais coragem do que homem
Carcará, pega, mata e come

Carcará
(Carcará) Em 1950, mais de 2 milhões de nordestinos viviam fora dos seus estados natais
(Carcará)  10% da população do Ceará emigrou
(Carcará)  13% do Piauí
(Carcará)  15% da Bahia
(Carcará)  17% de Alagoas

Carcará, pega, mata e come
Carcará, num vai morrer de fome
Carcará, mais coragem do que homem
Carcará, pega, mata e come!",https://genius.com/Maria-bethania-carcara-lyrics
Acalanto,7tAwx3iMgPQlciK4hjHNPL,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,Construção,7yrRo2o4XzDfv3mNnkPRE5,1971-01-01,98866,35,"Dorme, minha pequena, não vale a pena despertar
Dorme, minha pequena, não vale a pena despertar
Eu vou sair
Por aí afora
Atrás da aurora
Mais serena
Dorme, minha pequena, não vale a pena despertar
Dorme, minha pequena, não vale a pena despertar",https://genius.com/Chico-buarque-acalanto-lyrics
Ilegal,7px4qVJhh0Os6NSL0kG4l4,Roberto Carlos,7fAKtXSdNInWAIf0jVUz65,Roberto Carlos (1976 Remasterizado),45PcdXSUjcqVDbwqjRewhy,1976-04-07,190360,37,"Vivo condenado a fazer o que não quero
Tão bem comportado, às vezes eu me desespero
Se faço alguma coisa sempre alguém vem me dizer
Que isso ou aquilo não se deve fazer
Restam meus botões...
Já não sei mais o que é certo
E como vou saber
O que eu devo fazer
Que culpa tenho eu
Me diga amigo meu
Será que tudo o que eu gosto
É ilegal, é imoral ou engorda
Há muito me perdi entre mil filosofias
Virei homem calado e até desconfiado
Procuro andar direito e ter os pés no chão
Mas certas coisas sempre me chamam atenção
Cá com meus botões...
Bolas eu não sou de ferro
Paro pra pensar
Mas não posso mudar
Que culpa tenho eu
Me diga amigo meu
Será que tudo que eu gosto
É ilegal, é imoral ou engorda

Se eu conheço alguém num encontro casual
E tudo anda bem, num bate papo informal
Uma noite quente sugere desfrutar
Do meu terraço, a vista de frente pro mar
Mas a noite é uma criança
Delícias no café da manhã
Então o que fazer
Já não quero mais saber
Se como alguma coisa
Que não devo comer
Se tudo que eu gosto
É ilegal, é imoral ou engorda
Se tudo que eu gosto
É ilegal, é imoral ou engorda
Será que tudo que eu gosto
É ilegal, é imoral ou engorda",https://genius.com/Roberto-carlos-ilegal-imoral-ou-engorda-lyrics
Ando meio desligado,1Iya0Y7qkvfeohEx6EmJnA,Ney Matogrosso,2SFIMUkCdZowbeisskDdhn,Sujeito Estranho (1980),6SO9Yfh33oVqDadjFIE9wm,1980,195733,27,"Ando
Meio desligado
Eu nem sinto
Meus pés no chão
Olho
E não vejo nada
Eu só penso
Se você me quer
Eu nem vejo a hora
De te dizer
Aquilo tudo
Que eu decorei
E depois do beijo
Que eu já sonhei
Você vai sentir mas
Por favor
Não leve à mal
Eu só quero que você me queira
Não leve à mal",https://genius.com/Ney-matogrosso-ando-meio-desligado-lyrics
Hino Do Senhor Do Bonfim,4To7GcJUXT1LvSe8jY6dqL,"Gal Costa, Gilberto Gil, Os Mutantes, Caetano Veloso","1b8kpp4DUwt1hWaxTiWQhD, 7oEkUINVIj1Nr3Wnj8tzqr, 5C0gCCG8N5Dh5dZytIgzLX, 7HGNYPmbDrMkylWqeFCOIQ",Tropicália Ou Panis Et Circensis,0samM57T0WsA9JhEmWkKEM,1968,217120,30,"Glória a Ti, redentor que há cem anos
Nossos pais conduziste à vitória
Pelos mares e campos baianos
Dessa sagrada colina
Mansão da misericórdia
Dá-nos a graça divina
Da justiça e da concórdia
Glória a ti nessa altura sagrada
És o eterno farol, és o guia
És, Senhor, sentinela avançada
És a guarda imortal da Bahia
Dessa sagrada colina
Mansão da misericórdia
Dá-nos a graça divina
Da justiça e da concórdia
Aos Teus pés que nos deste o direito
Aos Teus pés que nos deste a verdade
Trata e exulta num férvido preito
A alma em festa da tua cidade
Desta sagrada colina
Mansão da misericórdia
Dá-nos a graça divina
Da justiça e da concórdia
Dá-nos a graça divina
Da justiça e da concórdia",https://genius.com/Gal-costa-hino-do-senhor-do-bonfim-lyrics
Alegria,0aoQV1TuaTrcpJaMfJ3wgj,Caetano Veloso,7HGNYPmbDrMkylWqeFCOIQ,Caetano Veloso,3idXLXoZDLQyxAHF97yguf,1967-01-01,168213,52,"O sol se reparte em crimes
Espaçonaves, guerrilhas
Em cardinales bonitas
Eu vou

Em caras de presidentes
Em grandes beijos de amor
Em dentes, pernas, bandeiras
Bomba e Brigitte Bardot

O sol nas bancas de revista
Me enche de alegria e preguiça
Quem lê tanta notícia?

Eu vou por entre fotos e nomes
Os olhos cheios de cores
O peito cheio de amores vãos

Eu vou
Por que não?
Por que não?

Ela pensa em casamento
E eu nunca mais fui à escola
Sem lenço, sem documento
Eu vou

Eu tomo uma coca-cola
Ela pensa em casamento
E uma canção me consola
Eu vou

Por entre fotos e nomes
Sem livros e sem fuzil
Sem fome, sem telefone
No coração do Brasil

Ela nem sabe, até pensei
Em cantar na televisão
O sol é tão bonito

Eu vou sem lenço, sem documento
Nada no bolso ou nas mãos
Eu quero seguir vivendo, amor

Eu vou
Por que não, por que não?
Por que não, por que não?
Por que não, por que não?
Por que não, por que não?",https://genius.com/Caetano-veloso-alegria-alegria-lyrics
Terral,6ams2xVIacklnXcj6sPpbA,"Ednardo, Amelinha, Belchior","3ADrIjXLfh308ALr2WQXkI, 5hzHutt6DLPzctqvnS6Fdv, 0C8HhyOa7zfzIl3gmPjY52",Pessoal do Ceará,5gDpEwRnN3cOapY75YtTwd,1973,264533,44,"Una luz de luna llena en tus ojos yo vi
El aire huele a rocío en el amanecer
La lluvia borra la huella, lava las lágrimas
Rema que rema el barquero
Rema sin pestañar
Rema mi vida, una gota en el mar
Desde la orilla del tiempo hacia la eternidad
Breve como un suspiro la vida se va
Voy navegando el espacio...
La barca ya partió",https://genius.com/Terry-edwards-madnesss-one-step-beyond-33-1-3-excerpt-annotated
Revoluções por Minuto,3sNoP5NcDVlAGITvKGUwC8,RPM,7lfmakKFOeQWdUrbmVK6EQ,Revoluções por Minuto,1hbH0q0Ff3BRP2iuwLd5om,1984,197600,54,"Eu já não ando mais sozinho
Toca o telefone
Chega um telegrama enfim
Ouvimos qualquer coisa de Brasília
Rumores falam em guerrilha
Foto no jornal
Cadeia nacional
Viola o canto ingênuo do caboclo
Caiu o santo do pau oco
Foge pro riacho
Foge que eu te acho assim
Fulano se atirou da ponte aérea
Não agüentou fila de espera
Apertar os cintos
Preparar para descolar
Nos chegam gritos da ilha do norte
Ensaio pra dança da morte
Tem disco pirata
Tem vídeo cassete até
Agora a China bebe Coca-Cola
Aqui na esquina cheiram cola
Biodegradante
Aromatizante tem",https://genius.com/Rpm-revolucoes-por-minuto-lyrics
Saídas E Bandeiras Nº 2,0bhMkdnacSRmyaJSBRJkSh,"Milton Nascimento, Beto Guedes","3Bnq7jiU506HcPjRgQ43TM, 4ijgnqYvE1INXb1NSVT11m",Clube Da Esquina,5risYG7klZCSLMNxB9dZhf,1972-01-03,90773,39,"
O que vocês diriam dessa coisa que não dá mais pé?
O que vocês fariam pra sair dessa maré?
O que era pedra vira corpo
Quem vai ser o segundo a me responder?

Andar por avenidas enfrentando o que não dá mais pé
Juntar todas as forças pra vencer essa maré
O que era pedra vira homem
E o homem é mais sólido que a maré",https://genius.com/Milton-nascimento-saidas-e-bandeiras-no-2-lyrics
Lady,1GIHx85pb8wDU4lsSdKfav,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Jardim Eletrico""",1BBamdq6Y45NLtttJlBxrf,1971-01-01,213360,24,"Sem dinheiro, sem razão
Lady, Lady uh-uhhhh-hmmm
Sua morte me alcançou
Minha sorte ela levou
Lady, Lady uh-uhhhh-hmmm
Tudo lembra nossa vida
Nossas noites de ilusão
Suas roupas estão vazias
Lady, ainda estou aqui
Hoje Mister solidão
Vivo sem ter coração
Lady, Lady uh-uhhhh-hmmm
Tudo lembra nossa vida
Nossas noites de ilusão
Suas roupas estão vazias
Lady ainda estou aqui
Hoje Mister solidão",https://genius.com/Os-mutantes-lady-lady-lyrics
Tudo Foi Feito Pelo Sol,78LuD6rWqamsNrFVYteY5h,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,Tudo Foi Feito Pelo Sol,6QUDtVBxQZ0JVshVMgwQAP,1974-01-01,522493,26,"Olhe sempre para o sol
E tudo que você quiser
E tudo que você pensar será
Iluminado como o sol
Brilhante como o sol
Tudo o que você encontra
E tudo que você amar será
Iluminado como o sol
Brilhante como o sol
Tudo foi feito pelo sol
Viva sempre em sua luz
Do sol (do sol, do sol, do sol)
Tudo foi feito pelo sol",https://genius.com/Os-mutantes-tudo-foi-feito-pelo-sol-lyrics
Metrô Linha 743,2VztMUF7QjOqJQTZECs30O,Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,Metrô Linha 743,5oel0xSydYj8G6dGbqsIcr,1984,166026,43,"Ele ia andando pela rua meio apressado, ele sabia que tava sendo vigiado
Cheguei pra ele e disse: ""Ei, amigo, você pode me ceder um cigarro,"" ele disse: ""Eu dou, mas vai fumar lá... do outro lado""
Dois homens fumando juntos pode ser muito arriscado
Disse o prato mais caro do melhor banquete é o que se come cabeça de gente que pensa que os canibais de cabeça descobrem que aqueles que pensam, porque quem pensa, pensa melhor parado
Desculpe minha pressa, fingindo atrasado, trabalho em cartório, mas sou escritor, perdi minha pena, nem sei qual foi o mês, metrô linha 743
O homem apressado me deixou e saiu voando, aí eu me encostei um poste, fiquei fumando
Três outros chegaram com pistola na mão, um gritou: ""Mão na cabeça, malandro, se não quiser levar chumbo quente nos cornos""
Eu disse: ""Claro, pois não, mas o que que eu fiz se é documento eu tenho aqui,"" e outro disse: ""Não interessa, pouco importa, fique aí, eu quero é saber o que você estava pensando""
Eu avalio o preço me baseando no nível mental que você anda por aí usando
Aí eu te digo o preço que a sua cabeça, agora, está custando
Minha cabeça caída, solta no chão, viu meu corpo sem ela pela 1ª e última vez, metrô linha 743
Jogaram minha cabeça ôca no lixo da cozinha e eu era agora um cérebro, um cérebro vivo a vinagrete
Meu cérebro logo pensou: ""Que seja, mas eu nunca fui tiete""
Fui posto à mesa com mais dois e eram três pratos raros e foi o maitre que pôs
Senti horror ao ser comido com desejo por um senhor alinhado, meu último pedaço antes de ser engolido, ainda pensou grilado:
""Quem será esse desgraçado dono dessa zorra toda?""
Já tá tudo armado o jogo dos caçadores canibais, mas o negócio é que tá muito bandeira
É bandeira demais, meu Deus, cuidado, Brother, cuidado, sábido senhor, eu aconselho sério pra vocês
Eu morri, nem sei mesmo qual foi aquele mês, metrô linha 743",https://genius.com/Raul-seixas-metro-linha-743-lyrics
Mamãe Natureza,4xN4Ur2h5tJGce8NqqfE00,Rita Lee,7dnT2FUXhjirperXaH22IJ,Atrás Do Porto Tem Uma Cidade,0BIBmY12Iiv8gnf6ybjbwA,1974-01-01,235960,34,"Ou se as coisas estão melhorando
Não sei se eu vou ter algum dinheiro
Ou se eu só vou cantar no chuveiro
Estou no colo da mãe natureza
Ela toma conta da minha cabeça
É que eu sei que não adianta mesmo a gente chorar
A mamãe não dá sobremesa
Mamãe, ma-mamãe natureza!
Mamãe, ma-mamãe natureza!
Mamãe, ma-mamãe natureza!",https://genius.com/Rita-lee-mamae-natureza-lyrics
Eu Sou Aquele Que Disse,7CMvqLUFoHUTFqTDpBHCI8,Sérgio Sampaio,0ttwBh6o5To3XujSD4x3uA,Eu Quero É Botar Meu Bloco Na Rua,221cRlERrYynaEGITG5LhE,1973-01-08,319133,18,"Eu tenho os dias contados
Um encontro marcado
E as mãos na cabeça
Eu tenho o corpo fechado
Que soltem as feras
Diante da mesa

Eu sou aquele que disse
Tanto limão pelo chão
Soltem cachorros nos parques, ou não
No pátio interno, os ladrões
Cante, converse comigo
Antes que eu cresça e apareça
Mesmo eu não estando em perigo, ou não
Eu quero que você me aqueça

Neste inverno, ou não
Neste inferno
Neste inferno, ou não
Neste inferno, não

Aqui, meus olhos vermelhos
Meu rosto pregado
Antes que eu esqueça
Aqui, eu abro meu jogo
Não mato, não morro
Nem perco a cabeça

Eu sou aquele que disse
Tanto limão pelo chão
Soltem cachorros nos parques, ou não
No pátio interno, os ladrões
Cante, converse comigo
Antes que eu cresça e apareça
Mesmo eu não estando em perigo, ou não
Eu quero que você me aqueça

Neste inverno, ou não
Neste inferno, ou não
Neste inferno, ou não
Neste inferno

Eu sou quem pede e não manda
Mantenha distância
Da minha cabeça
Eu sou quem acha e não acha
E se fala e se cala
É debaixo as mesa

Eu sou aquele que disse
Tanto limão pelo chão
Soltem cachorros nos parques, ou não
No pátio interno, os ladrões
Cante, converse comigo
Antes que eu cresça e apareça
Mesmo eu não estando em perigo, ou não
Eu quero que você me aqueça

Neste inverno, ou não
Neste inferno, não
Neste inferno, ou não
Neste inferno

Neste inferno, ou não
Neste inferno
Neste inferno
Neste inferno, ou não
Neste inferno
Neste inferno
Neste inferno, ou não",https://genius.com/Sergio-sampaio-eu-sou-aquele-que-disse-lyrics
Arrombou A Festa,4ADrvCmrVGqWENNjzy3mwE,Rita Lee,7dnT2FUXhjirperXaH22IJ,Pérolas,62cijZVXgOMf41s47UOISt,1976,222293,28,"Ai, ai, meu Deus, o que foi que aconteceu
Com a música popular brasileira?
Todos falam sério, todos eles levam a sério
Mas esse sério me parece brincadeira

Benito lá de Paula com o amigo Charlie Brown
Revive em nosso tempo o velho e chato Simonal
Martinho vem da Vila lá do fundo do quintal
Tornando diferente aquela coisa sempre igual
Um tal de Raul Seixas vem de disco voador
E Gil vai refazendo seu xodó com muito amor
Dez anos e Roberto não mudou de profissão
Na festa de arromba ainda está com seu carrão
Parei pra pesquisar

Ai, ai, meu Deus, o que foi que aconteceu
Com a música popular brasileira?
Todos falam sério, todos eles levam a sério
Mas esse sério me parece brincadeira

O Odair José é o terror das empregadas
Distribuindo beijos, arranjando namoradas
Até o Chico Anysio já bateu pra tu batê
Pois faturar em música é mais fácil que em tevê
Celly Campello quase foi parar na rua
Pois esperavam dela mais que um banho de lua
E o mano Caetano tá pra lá do Teerã
De olho no sucesso da boutique da irmã

Bilú, bilú, fafá
Faró, faró, tetéia
Severina e o filho da véia
A música popular brasileira
Ai!
Ai!
A música popular

Sou a garota papo firme que o Roberto falou
Da música popular
O tico-tico nu, o tico-tico cu, o tico-tico tra-la-la-la-la-lá
Música popular
Olha que coisa mais linda, mais cheia de...
Música popular
Mamãe eu quero, mamãe eu quero
Mamãe eu quero a música popular brasileira
Pega, mata e come!",https://genius.com/Rita-lee-arrombou-a-festa-lyrics
Comentário a respeito de John,1phGE4kjvUS3lOnIqGP2C4,Belchior,0C8HhyOa7zfzIl3gmPjY52,Belchior ou era uma vez um homem e seu tempo,5GjRzygj2zscprD7zPYSt0,1979-01-01,306021,33,"Saia do meu caminho, eu prefiro andar sozinho
Deixem que eu decida a minha vida, ah-ah
Não preciso que me digam de que lado nasce o sol
Porque bate lá meu coração, uh-uh

Sonho e escrevo em letras grandes de novo
Pelos muros do país

João, o tempo
Andou mexendo com a gente sim
John, eu não esqueço
A felicidade é uma arma quente
Quente, quente

Saia do meu caminho, eu prefiro andar sozinho
Deixem que eu decida a minha vida, ah-ah
Não preciso que me digam de que lado nasce o sol
Porque bate lá meu coração, uh-uh

Sob a luz do teu cigarro na cama
Teu rosto ruge, teu batom me diz

João, o tempo
Andou mexendo com a gente sim
John, eu não esqueço, oh no, oh no
A felicidade é uma arma quente
Quente, quente",https://genius.com/Belchior-comentario-a-respeito-de-john-lyrics
Saudade Dos Aviões Da Panair Conversando No Bar,3iD3ybc13kgiEcKuZCXIpm,Milton Nascimento,3Bnq7jiU506HcPjRgQ43TM,Minas,5eL9goh1UrlUbYlzdnxPFo,1975,268666,32,"Lá vinha o bonde no sobe e desce ladeira
E o motorneiro parava a orquestra um minuto
Para me contar casos da campanha da Itália
E do tiro que ele não levou
Levei um susto imenso
Nas asas da Panair
Descobri que as coisas mudam
E que tudo é pequeno
Nas asas da Panair

E lá vai menino xingando padre e pedra
E lá vai menino lambendo podre delícia
E lá vai menino senhor de todo o fruto
Sem nenhum pecado sem pavor
O medo em minha vida nasceu muito depois
Descobri que a minha arma é o que a memória guarda
Dos tempos da Panair


Nada de triste existe que não se esqueça
Alguém insiste e fala ao coração
Tudo de triste existe, e não se esquece
Alguém insiste, e fere o coração
Nada de novo existe nesse planeta
Que não se fale aqui, na mesa de bar

E aquela briga e aquela fome de bola
E aquele tango e aquela dama da noite
E aquela mancha e a fala oculta
Que no fundo do quintal morreu
Morri a cada dia, nos dias que eu vivi
Cerveja que tomo hoje é apenas em memória
Dos tempos da Panair
A primeira Coca-Cola foi, me lembro bem agora
Nas asas da Panair
A maior das maravilhas foi voando sobre o mundo
Nas asas da Panair



Em volte desta mesa velhos e moços
Lembrando o que já foi
Em volta dessa mesa existem outras
Falando tão igual
Em volta dessas mesas existe a rua
Vivendo seu normal
Em volta dessa rua uma cidade
Sonhando seus metais
Em volta da cidade…",https://genius.com/Milton-nascimento-saudade-dos-avioes-da-panair-conversando-no-bar-lyrics
Sapato 36,3RPbT6nXH5Vn5Ui7Gowh8d,Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,Maluco Beleza,3iEL0m7A7g30lpqP1pIa8x,1975,199533,52,"
Eu calço é 37
Meu pai me dá 36
Dói, mas no dia seguinte
Aperto meu pé outra vez
Eu aperto meu pé outra vez
Pai, eu já tô crescidinho
Pague pra ver, que eu aposto
Vou escolher meu sapato
E andar do jeito que eu gosto
E andar do jeito que eu gosto
Por que cargas d'águas
Você acha que tem o direito
De afogar tudo aquilo que eu
Sinto em meu peito?
Você só vai ter o respeito que quer
Na realidade
No dia em que você souber respeitar
A minha vontade
Meu pai, meu pai
Pai, já tô indo embora
Quero partir sem brigar
Pois eu já escolhi meu sapato
Que não vai mais me apertar
Que não vai mais me apertar

Por que cargas d'águas
Você acha que tem o direito
De afogar tudo aquilo que eu
Sinto em meu peito?
Você só vai ter o respeito que quer
Na realidade
No dia em que você souber respeitar
A minha vontade
Meu pai, meu pai
Pai, já tô indo me embora
Eu quero partir sem brigar
Já escolhi meu sapato
Que não vai mais me apertar
Que não vai mais me apertar
Que não vai mais me apertar",https://genius.com/Raul-seixas-sapato-36-lyrics
Aquele Abraço,7CjSjWTdVPD0ov82Qz55Xb,Gilberto Gil,7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil (1969),53eqd316Rs3te41yGRovYz,1969-01-01,323773,58,"
O Rio de Janeiro continua lindo
O Rio de Janeiro continua sendo
O Rio de Janeiro, Fevereiro e Março

Alô, alô, Realengo
Aquele Abraço!
Alô torcida do Flamengo
Aquele abraço
Alô, alô, Realengo
Aquele Abraço!
Alô torcida do Flamengo
Aquele abraço

Chacrinha continua
Balançando a pança
E buzinando a moça
E comandando a massa
E continua dando
As ordens no terreiro

Alô, alô, seu Chacrinha
Velho guerreiro
Alô, alô, Terezinha
Rio de Janeiro
Alô, alô, seu Chacrinha
Velho palhaço
Alô, alô, Terezinha
Aquele Abraço!

Alô, moça da favela
Aquele Abraço!
Todo mundo da Portela
Aquele Abraço!
Todo mês de fevereiro
Aquele passo!
Alô Banda de Ipanema
Aquele Abraço!

Meu caminho pelo mundo
Eu mesmo traço
A Bahia já me deu
Régua e compasso
Quem sabe de mim sou eu
Aquele Abraço!
Pra você que me esqueceu
Ruuummm!

Aquele abraço!
Alô Rio de Janeiro
Aquele abraço!
Todo o povo brasileiro
Aquele abraço!",https://genius.com/Gilberto-gil-aquele-abraco-lyrics
Parque Industrial,3dDVLUMISlTSWXUGhwgTWt,"Gilberto Gil, Caetano Veloso, Gal Costa, Os Mutantes","7oEkUINVIj1Nr3Wnj8tzqr, 7HGNYPmbDrMkylWqeFCOIQ, 1b8kpp4DUwt1hWaxTiWQhD, 5C0gCCG8N5Dh5dZytIgzLX",Tropicália Ou Panis Et Circensis,0samM57T0WsA9JhEmWkKEM,1968,197026,31,"
Retocai o céu de anil
Bandeirolas no cordão
Grande festa em toda a nação
Despertai com orações
O avanço industrial
Vem trazer nossa redenção

Tem garotas propaganda
Aeromoças e ternura no cartaz
Basta olhar na parede
Minha alegria num instante se refaz

Pois temos o sorriso engarrafado
Já vem pronto e tabelado
É somente requentar e usar
É somente requentar e usar
Porque é made, made, made
Made in Brazil
(Vamos voltar à pilantragem)
Porque é made, made, made
Made in Brazil

Retocai o céu de anil
Bandeirolas no cordão
Grande festa em toda a nação
Despertai com orações
O avanço industrial
Vem trazer nossa redenção

A revista moralista
Traz uma lista dos pecados da vedete
E tem jornal popular que
Nunca se espreme
Porque pode derramar

É um banco de sangue encadernado
Já vem pronto e tabelado
É somente folhear e usar
É somente folhear e usar
Porque é made, made, made
Made in Brazil
(Vamos voltar à pilantragem)
Porque é made, made, made
Made in Brazil
(Mais uma vez)
Porque é made, made, made
Made in Brazil
Made in Bra
Zil",https://genius.com/Gilberto-gil-parque-industrial-lyrics
Trem Fantasma,4ZudvHK2Ze0rrsGC3dbOCp,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Os Mutantes""",0RBkIFbQy91qv8Tqja20og,1968-01-01,198586,29,"Quatrocentos cruzeiros
Velhos compram com medo
Das mãos do bilheteiro
As entradas do trem fantasma
Ele e a namorada
Ele não pensa em nada
Ela fica assustada
Quatrocentos cruzeiros
De força arrastam
O rapaz e a moça para
O lugar em cinemascope brilhante
A montanha gigante
De generais verdejantes
E aparece distante
O trem no espelho brilhante
Desde o primeiro beijo
Arrebenta o espelho
Quatrocentos cruzeiros
Quatrocentos morcegos de força
O beijo, o rapaz e a moça
O trem dentro d'água
A piscina parada
Ela não pensa em nada
Ele pensa e não diz
Onde tem muita água tudo é feliz
O primeiro beijo

Quatrocentos cruzeiros
Zé quarenta HP's de emoção
O Zé do Caixão
Traz os bichos da criação
Até o portão e
Terminou a sessão
Quatrocentos cruzeiros
Velhos compram com medo
Ele e a namorada
Ela não pensa em nada
Ele pensa em segredo
Ele pensa em segredo
Ele pensa em segredo
Ele pensa em segredo
Ele pensa em segredo",https://genius.com/Os-mutantes-trem-fantasma-lyrics
José,3ZlgTHcBc2taxRzvZmj86R,Rita Lee,7dnT2FUXhjirperXaH22IJ,Build Up,0pR1MJzQpndwio4YDWNvcF,1970-01-01,142786,39,"Como é que é?
Mariazinha chora
Meu bom José!
Que problema, Zé!
Tanto tempo e você, de novo aqui?
Em São Paulo Zé, ele vai nascer
Que problema, Zé!",https://genius.com/Rita-lee-de-novo-aqui-meu-bom-jose-lyrics
Eu Quero É Botar Meu Bloco Na Rua,6yEBV6MlSODqJPXK6BilZo,Sérgio Sampaio,0ttwBh6o5To3XujSD4x3uA,Eu Quero É Botar Meu Bloco Na Rua,221cRlERrYynaEGITG5LhE,1973-01-08,280906,52,"
Há quem diga que eu dormi de touca
Que eu perdi a boca, que eu fugi da briga
Que eu caí do galho e que não vi saída
Que eu morri de medo quando o pau quebrou

Há quem diga que eu não sei de nada
Que eu não sou de nada e não peço desculpas
Que eu não tenho culpa, mas que eu dei bobeira
E que Durango Kid quase me pegou

Eu quero é botar meu bloco na rua
Brincar, botar pra gemer
Eu quero é botar meu bloco na rua
Gingar, pra dar e vender
Eu quero é botar meu bloco na rua
Brincar, botar pra gemer
Eu quero é botar meu bloco na rua
Gingar, pra dar e vender

Eu, por mim, queria isso e aquilo
Um quilo mais daquilo, um grilo menos disso
É disso que eu preciso ou não é nada disso
Eu quero é todo mundo nesse carnaval

Eu quero é botar meu bloco na rua
Brincar, botar pra gemer
Eu quero é botar meu bloco na rua
Gingar, pra dar e vender
Eu quero é botar meu bloco na rua
Brincar, botar pra gemer
Eu quero é botar meu bloco na rua
Gingar, pra dar e vender
Eu quero é botar meu bloco na rua",https://genius.com/Sergio-sampaio-eu-quero-e-botar-meu-bloco-na-rua-lyrics
Cinema Olympia,0VSgLNiGYevyTXdoS0QuLR,Gal Costa,1b8kpp4DUwt1hWaxTiWQhD,Divino Maravilhoso - Gal Costa Interpreta Caetano Veloso (International Version),3P6uQWr5arKaAkd42XQ01Y,1969,187400,0,"
Não quero mais essas tardes mornais, normais
Não quero mais videotape, mormaço, março, abril
Eu quero pulgas mil na geral
Eu quero a geral
Eu quero ouvir gargalhada geral
Quero um lugar para mim, pra você

Na matinê do cinema Olympia, do cinema Olympia
Na matinê do cinema Olympia, do cinema Olympia
Na matinê do cinema Olympia, do cinema Olympia

Não quero mais essas tardes mornais, normais
Não quero mais videotape, mormaço, março, abril
Eu quero pulgas mil na geral
Eu quero a geral
Eu quero ouvir gargalhada geral
Quero um lugar para mim, pra você, iê

Na matinê do cinema Olympia, do cinema Olympia
Na matinê do cinema Olympia, do cinema Olympia
Na matinê do cinema Olympia, do cinema Olympia


Tom Mix, Book Jones, tela e palco
Sorvetes e vedetes
Socos e pauladas
Espartilhos, pernas e gatilhos
Atilhos e gargalhada geral
Do meio dia até o anoitecer

Na matinê do cinema Olympia, do cinema Olympia
Na matinê do cinema Olympia, do cinema Olympia
Na matinê do cinema Olympia, do cinema Olympia",https://genius.com/Gal-costa-cinema-olympia-lyrics
Cidadão Da Terra,5vvkeaF3a6Xtq1hmj1i6NO,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,Tudo Foi Feito Pelo Sol,6QUDtVBxQZ0JVshVMgwQAP,1974-01-01,351226,21,"Eu sou de qualquer lugar
Meu passaporte é espacial
Sou cidadão da terra
E a minha vida é toda verdade
E eu não tenho mais idade
E o meu passado é o meu futuro
E o meu tempo é o infinito
A minha língua é o pensamento
Só falo com o olhar
Minha fronteira é o coração
De todos meus irmãos
E a minha vida é toda verdade
E eu não tenho mais idade
E o meu passado é o meu futuro
E o meu tempo é o infinito
Não sou daqui nem sou de lá
Eu sou de qualquer lugar
Meu passaporte é espacial
Sou cidadão da terra
E a minha vida é toda verdade
E eu não tenho mais idade
E o meu passado é o meu futuro
E o meu tempo é o infinito",https://genius.com/Os-mutantes-cidadao-da-terra-lyrics
Desalento,0MoaSi9IqvlP2RPRn8Afm7,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,Construção,7yrRo2o4XzDfv3mNnkPRE5,1971-01-01,167413,45,"Sim, vai e diz
Diz assim: que eu chorei, que eu morri de arrependimento
Que o meu desalento já não tem mais fim
Vai e diz
Diz assim: como sou infeliz
No meu descaminho, diz que estou sozinho
E sem saber de mim

Diz que eu estive por pouco
Diz a ela que estou louco pra perdoar
Que seja lá como for, por amor
Por favor, é pra ela voltar, sim

Sim, vai e diz
Diz assim: que eu rodei, que eu bebi, que eu caí
Que eu não sei, que eu só sei que cansei, enfim
Dos meus desencontros, corre e diz a ela
Que eu entrego os pontos",https://genius.com/Chico-buarque-desalento-lyrics
