track_name,track_id,artist_name,artist_id,album_name,album_id,release_date,duration_ms,popularity,lyrics,matched_url
Mãe preta Barco negro,1eTQs9zXNwxA01u2pal4RK,Ney Matogrosso,2SFIMUkCdZowbeisskDdhn,Água do Céu - Pássaro (1975),5J70PHvMTDzYlHVmI9EJJl,1975,361226,23,"De manhã que medo
Que me achasses feia
Acordei tremendo
Deitada na areia
Mas logo os teus olhos
Disseram que não
E o sol penetrou
No meu coração
Vi depois numa rocha
Uma cruz
E o teu barco negro
Dançava na luz
Vi teu braço acenando
Entre as velas já soltas
Dizem as velhas das praia
Que não voltas
São loucas
São loucas
Eu sei meu amor
Que nem chegaste a partir
Pois tudo ao meu redor
Me diz que estás sempre comigo
No vento que lança
A areia no vidro
Na água que canta
No fogo mortiço
No calor do leito
No vento vazio
Dentro do meu peito
Estás sempre comigo
Eu sei meu amor
Que nem chegaste a partir
Pois tudo ao meu redor",https://genius.com/Ney-matogrosso-mae-preta-barco-negro-lyrics
Postal de amor,0RrFa5rCjR0ae0fSEohp20,Ney Matogrosso,2SFIMUkCdZowbeisskDdhn,Bandido (1976),3xleF5mVrqvqCI2XHLZLug,1976,253400,31,"Meu amor, sem cor, velho postal, amor banal
Sem nenhum, sem nenhum valor
Nessa noite meu pobre amor de papel
Esqueça a cor do anúncio lá do céu
Na arcada principal, secreto mal
Numa noite de neon, de papel crepom
Na arcada principal, secreto mal
Numa noite de neon, de papel crepom
O mar vai e volta com um gosto
Do licor que ficou da tua boca
Do suor que ficou na minha boca
Vai deixando minha parda voz
Parda voz, parda voz, parda voz
Parda voz de louca, louca, louca, louca
Louca, louca, muito louca, muito louca
Louca, louca, louca, louca, louca muito louca
O mar vai e volta com um gosto
Do licor que ficou da tua boca
Do suor que ficou na minha boca
Vai deixando minha parda voz
Parda voz, parda voz, parda voz
Parda voz de louca, louca, louca, louca
Louca, louca, muito louca, muito louca
Louca, louca, louca, louca, louca muito louca",https://genius.com/Ney-matogrosso-and-fagner-postal-de-amor-lyrics
Balada Do Louco,0Gj6ROsip9fKX9BTKSyVu6,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Mutantes E Seus Cometas No Pais Do Baurets""",6bWR1KoGNbHBHLYWxcN9dm,1972-01-01,240706,47,"A música passa a perspectiva da felicidade como loucura, enquanto uma possibilidade de felicidade, recorrendo a comparações para exaltar o próprio eu-lírico.
O que é um pouco triste, já que Arnaldo, após o… Read More Dizem que sou louco
Por pensar assim
Se eu sou muito louco
Por eu ser feliz
Mais louco é quem me diz
E não é feliz
Não é feliz
Se eles são bonitos
Sou Alain Delon
Se eles são famosos
Sou Napoleão
Mais louco é quem me diz
E não é feliz
Não é feliz
Eu juro que é melhor
Não ser o normal
Se eu posso pensar que Deus sou eu
Se eles têm três carros
Eu posso voar
Se eles rezam muito
Eu já estou no céu
Mais louco é quem me diz
E não é feliz
Não é feliz

Eu juro que é melhor
Não ser o normal
Se eu posso pensar que Deus sou eu
Sim, sou muito louco
Não vou me curar
Já não sou o único
Que encontrou a paz
Mais louco é quem me diz
E não é feliz
Eu sou feliz",https://genius.com/Os-mutantes-balada-do-louco-lyrics
Portugal De Navio,7ykxSoQm6XjECYgiu5GcPX,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Jardim Eletrico""",1BBamdq6Y45NLtttJlBxrf,1971-01-01,164066,35,"Mas você não sentiu
Eu tentei te encontrar
Mas você me fugiu
E hoje eu vou te mandar
Pra Portugal de navio
Enquanto o tempo está passando eu vou tentar parar e me acalmar
Você ainda não me viu de pijama sorrindo, a brincar
Eu vou mudar (sharararara)
Eu vou te amar (sharararara)
Eu tentei te amar
Mas você não sentiu
Eu tentei te encontrar
Mas você me fugiu
E hoje eu vou te mandar
Pra Portugal de navio
Enquanto o tempo está passando eu vou tentar parar e me acalmar
Você ainda não me viu de pijama sorrindo, a brincar
Eu vou mudar (sharararara)
Eu vou te amar (sharararara)
I love you
I love you",https://genius.com/Os-mutantes-portugal-de-navio-lyrics
Sangrando,5yvNywiFLMj99QhTsWlP6F,Gonzaguinha,1LOFaxDBvn3YuvarTldGAe,Meus Momentos,6qQ5dmUE8sqFqqCtBRtRj0,1980,169600,16,"Que palavra por palavra eis aqui uma pessoa se entregando
Coração na boca, peito aberto, vou sangrando
Sã o as lutas dessa nossa vida que eu estou cantando
Quando eu abir minha garganta essa força tanta
Tudo que você ouvir, esteja certa que estarei vivendo
Veja o brilho nos meus olhos e o tremor nas minhas mãos
E o meu corpo tão suado, transbordando toda raça e emoção
E se eu chorar e o sol molhar o meu sorriso
Não se espante, cante
Que o teu canto é minha força pra cantar
Quando eu soltar a minha voz por favor entenda
É apenas o meu jeito de viver
O que é amar",https://genius.com/Gonzaguinha-sangrando-lyrics
O Relógio,56viffnWGBgb1LG2bTUmk3,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Os Mutantes""",0RBkIFbQy91qv8Tqja20og,1968-01-01,211786,32,"Meu relógio parou
Desistiu para sempre de ser
Antimagnético
Vinte e dois rubis

Eu dei corda e pensei
Que o relógio iria viver
Pra dizer a hora
De você chegar

Não andou e eu chorei
Dois ponteiros parados a rir
São à prova d'água
Vinte e dois rubis

Que vantagem eu levei
Em ter um relógio
Que é suiço ou inglês
Se não dá a hora que você vai chegar?

E no mar me atirei
Com o relógio nas mãos e pensei
Ele é à prova d'água
Vinte e dois rubis",https://genius.com/Os-mutantes-o-relogio-lyrics
Sensual,7rd8lHVOYcvq5zM28SgMKJ,Ney Matogrosso,2SFIMUkCdZowbeisskDdhn,2 É demais!,5xo3h19qdvgBiMYjXei9vI,1978,218893,5,"Quando eu cantar
Quero ficar
Molhado de suor
E por favor não vá pensar
Que é só a luz do reflector
Será minha alma que sua
Sou um sol negro de dor
Outro corpo a pele nua
Carne músculo e suor
Como um cão que uiva pra Lua
Contra seu dono e feitor
Bicho um animal ferido
No dia do caçador
Humaníssimo gemido
Rado e comum como o amor
Qunado eu cantar
Quero deixar você
Molhado de amor
E por favor não vá pensar
Que é só a noite ou o calor
Quero ver você ser
Inteiramente tocada
Pelo licor da saliva
A língua o beijo a palavra
Minha voz quer ser o dedo
Na tua chaga sagrada
Uma voz feita de еspinho
Espora em teus membros cansados
Sеnsual como o espírito
Ou como o verbo encarnado",https://genius.com/Ney-matogrosso-sensual-lyrics
Cada lugar na sua coisa,1mckUkymEz8PJPGRH360BF,Sérgio Sampaio,0ttwBh6o5To3XujSD4x3uA,Tem Que Acontecer,01ZkxC2aitMJeDhEOHw4CR,1976,163986,33,"Lugar de poesia na calçada
Lugar de quadro é na exposição
Lugar de música é no rádio
Ator se vê no palco e na televisão
O peixe é no mar
Lugar de samba enredo é no asfalto
Lugar de samba enredo é no asfalto
Aonde vai o pé arrasta o salto
Lugar de samba enredo é no asfato
Aonde a pé vai se gasta a sola
Lugar de samba enredo é na escola",https://genius.com/Sergio-sampaio-cada-lugar-na-sua-coisa-lyrics
Macarrão Com Linguiça E Pimentão,3lNUnND9ldd6t8HTE1Jdzg,Rita Lee,7dnT2FUXhjirperXaH22IJ,Build Up,0pR1MJzQpndwio4YDWNvcF,1970-01-01,179706,24,"Meia xícara de chá de azeite
Duzentas gramas de lingüiça calabresa (Ah)
Uma cebola picadinha e um pouco de salsinha
Quatro tomates batidos no liquidificador
Dois pimentões vermelhos
Duas colheres de sopa de massa de tomate
Um tablete de caldo de carne em banho-maria
Maria
Em fogo brando (Uh)
Maria
E está pronto pra servir (Hm)
O macarrão é caracol
Pouco sal e bem enroladinho
Não se esquecendo do caldo de carne em banho-maria
Maria
Em fogo brando (Uh)
Maria
E está pronto pra você",https://genius.com/Rita-lee-macarrao-com-linguica-e-pimentao-lyrics
O Contrário De Nada É Nada,6BNBLp4jNCTWDB9REFltCD,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,Tudo Foi Feito Pelo Sol,6QUDtVBxQZ0JVshVMgwQAP,1974-01-01,175640,21,"Muito tempo eu andei contra o vento
Mas agora é hora e mudar
Pois o contrário de nada é nada
E assim não se sai do lugar
Quando a cuca da gente se enrola
E se pergunta de que lado vai ficar
Eu sei que Deus está em todas as coisas
Mas contra não está
Se os gregos e troianos atacam
E seus pés já não tem onde pisar
E se você quiser saber onde eu fico
É só me escutar
Rock and roll, yeah
Rock and roll, yeah
Rock and roll, yeah
Rock and roll, yeah
Quando a mente está em pleno silêncio
Não esta nessa, e muito menos naquela
É ai que você pode então escolher
Quem conhece bem o branco e o preto
Já viveu e já morreu no caminho
Está pronto para as cores do sol receber, yeah
Yeah

Se os gregos e troianos atacam
E seus pés já não tem onde pisar
E se você quiser saber onde eu fico
É só me escutar
Rock and roll, yeah
Rock and roll, yeah
Rock and roll, yeah
Rock and roll, yeah
Oh, yeah
Oh, yeah
Oh, yeah
Oh, yeah",https://genius.com/Os-mutantes-o-contrario-de-nada-e-nada-lyrics
Aqui e agora,3vrEjIi6736LX777QpnSy8,Ney Matogrosso,2SFIMUkCdZowbeisskDdhn,Bandido (1976),3xleF5mVrqvqCI2XHLZLug,1976,175360,28,"Aqui e agora, ontem, hoje, amanhã
Aqui e agora, sempre, nunca, longe ou perto
Aqui e agora, pedindo, querendo, sentindo
Aqui e agora, você
Amor, o lado mineral em mim
Quero o cristal dos teus olhos
Amor, o lado vegetal em mim
Pede o sal dos teus sucos
Amor, o lado animal em mim
A fome, o sangue, o sexo
A sede, o dente, o pêlo, a pele
Querem você
Aqui e agora, ontem, hoje, amanhã
Aqui e agora, sempre, nunca, longe ou perto
Aqui e agora, pedindo, querendo, sentindo
Aqui e agora, você
Amor, a natureza inteira em mim
A pedra, a folha, a carne em mim
Pedindo, querendo você
Aqui e agora, ontem, hoje, amanhã
Aqui e agora, sempre, nunca, longe ou perto
Aqui e agora, pedindo, querendo, sentindo
Aqui e agora, você
Amor",https://genius.com/Ney-matogrosso-aqui-e-agora-lyrics
É Preciso Dar Um Jeito,1V1taPaEp2dntrUKCAnnw5,Erasmo Carlos,6cHQUDAPGKRE2NbVjBlOcz,"Carlos, Erasmo [Versão Com Bônus (1971)]",2qimhNvbQmkAxG9GS8wj5M,1971-01-01,227040,68,"Eu cheguei de muito longe
E a viagem foi tão longa
E na minha caminhada
Obstáculos na estrada
Mas enfim aqui estou

Mas estou envergonhado
Com as coisas que eu vi
Mas não vou ficar calado
No conforto acomodado
Como tantos por aí

É preciso dar um jeito, meu amigo
É preciso dar um jeito, meu amigo

Descansar não adianta
Quando a gente se levanta
Quanta coisa aconteceu

As crianças são levadas
Pela mão de gente grande
Quem me trouxe até agora
Me deixou e foi embora
Como tantos por aí

É preciso dar um jeito, meu amigo
É preciso dar um jeito, meu amigo

Descansar não adianta
Quando a gente se levanta
Quanta coisa aconteceu

É preciso dar um jeito, meu amigo
É preciso dar um jeito, meu amigo

É preciso sim
É preciso sim
É preciso dar um jeito
É preciso dar um jeito, meu amigo
É preciso sim
É preciso dar um jeito, meu amigo
É preciso sim
É preciso sim
É preciso sim
É preciso dar um jeito, meu amigo
É preciso
É preciso sim
É preciso sim
É preciso dar um jeito
É preciso sim
Meu amigo
Meu amigo
É preciso dar um jeito
É preciso dar um jeito, meu amigo",https://genius.com/Erasmo-carlos-e-preciso-dar-um-jeito-meu-amigo-lyrics
Pelo Amor De Deus,6FHg7Ue39CmDXGLQoXMrT2,Milton Nascimento,3Bnq7jiU506HcPjRgQ43TM,Clube Da Esquina,5risYG7klZCSLMNxB9dZhf,1972-01-03,126066,37,"
Fotos de uma velha festa
Ossos tão antigos, fatos tão passados
No meio das fotos vai roendo um rato
Corre um rato, pega
Pelo amor de Deus

Ontem li num almanaque
Aventuras de pastores e cordeiros
Quando eu terminava, uma voz de rua
Disse coisas certas
Pelo amor de Deus


Recusando a sobremesa
Um prato de ouro e um copo de vinho
Como o velho Chaplin eu jogo na cara
Tanta coisa pobre
Pelo amor de Deus
Pelo amor de Deus
Pelo amor de Deus

Beira-mar de uma janela
Panoramizando nua companheira
Corpo contra corpo, pele contra pele
E seu corpo é belo
Pelo amor de Deus",https://genius.com/Milton-nascimento-pelo-amor-de-deus-lyrics
26 Anos De Vida Normal,4cV9mVAxFNgApQPd39urrm,Erasmo Carlos,6cHQUDAPGKRE2NbVjBlOcz,"Carlos, Erasmo [Versão Com Bônus (1971)]",2qimhNvbQmkAxG9GS8wj5M,1971-01-01,139066,32,"5 eu passei lendo jornal
26 anos esperando você
4 eu passei vendo TV
Sei que muita coisa que eu fiz eu não quis
Sei de muita coisa que eu quis que eu não fiz
Hoje meu nome li no edital
""Morreu em vida lendo jornal!""
Civilização do ocidente atenção
Vou voltar a vida a margem da cruz
Quero o meu nome ler no edital
""26 anos foi marginal!""
Na, na, na...",https://genius.com/Erasmo-carlos-26-anos-de-vida-normal-lyrics
Réquiem para Matraga,7zKaRW1jELvtkU88nEXgPN,Geraldo Vandre,47ucOGPLBaYYcUcTNI1Szg,Pra Não Dizer Que Não Falei das Flores,2N34FkBJhCmIDphrxbdyR5,1979-01-01,139000,36,"Ninguém ha de me calar
Se alguém tem que morrer
Que seja pra melhorar
Tanta vida pra viver
Tanta vida a se acabar
Com tanto pra se fazer
Com tanto pra se salvar
Você que não me entendeu
Não perde por esperar",https://genius.com/Geraldo-vandre-requiem-para-matraga-lyrics
Admirável Gado Novo,1J3iJ1s3p7MRx9VJ9OMn4D,Zé Ramalho,7JoWcJHDOG58JYTe6d400S,A Peleja do Diabo com o Dono do Céu (Versão com Faixas Bônus),605ySuPUpIfb7BTkc6hQZD,1979,294026,58,"Vocês que fazem parte dessa massa
Que passa nos projetos do futuro
É duro tanto ter que caminhar
E dar muito mais do que receber
E ter que demonstrar sua coragem
À margem do que possa parecer
E ver que toda essa engrenagem
Já sente a ferrugem lhe comer

Ê, o-ô, vida de gado
Povo marcado, ê, povo feliz
Ê, o-ô, vida de gado
Povo marcado, ê, povo feliz

Lá fora faz um tempo confortável
A vigilância cuida do normal
Os automóveis ouvem a notícia
Os homens a publicam no jornal
E correm através da madrugada
A única velhice que chegou
Demoram-se na beira da estrada
E passam a contar o que sobrou

Ê, o-ô, vida de gado
Povo marcado, ê, povo feliz
Ê, o-ô, vida de gado
Povo marcado, ê, povo feliz

O povo foge da ignorância
Apesar de viver tão perto dela
E sonham com melhores tempos idos
Contemplam essa vida numa cela
Esperam nova possibilidade
De verem esse mundo se acabar
A arca de Noé, o dirigível
Não voam, nem se pode flutuar
Não voam, nem se pode flutuar
Não voam, nem se pode flutuar

Ê, o-ô, vida de gado
Povo marcado, ê, povo feliz
Ê, o-ô, vida de gado
Povo marcado, ê, povo feliz",https://genius.com/Ze-ramalho-admiravel-gado-novo-lyrics
Amanda,5dM8ww1FT6ijS7cNFoJmWt,Taiguara,6uuLpdfIBoNBq3ESoMzNwn,Bis - Taiguara,07EIt2BYOilLohPHTrgBjg,1971,189200,6,"Essa é tipo Taquara City 2
Em cada esquina um milhão de histórias
Passou das duas só tem vinte e dois
Tô de marola aqui na minha área
Essa é tipo Taquara City 2
Em cada esquina um milhão de histórias
Passou das duas só tem 22

JPA ainda é o meu lar
Mas não é mais um bom lugar pra se morar
Pra oprimir dãopacha, hipocrisia no ar
O finado roubou uns 4 celular
""olha só esse shopping que da hora""
Mas acabaram com o Cine Taquara
Livro, poesia, criança, senhora
Cinema na praça pra rapaziada

Bala perdida toda semana
Tão subindo o morro den'do caveirão
Será que o governador tem ???
Rio loteado, crime em expansão
Eles pagam de crime, primo
Só no GTA 5
Ou roubando flow de gringo
Eu não preciso disso
Ela quer transar comigo
Taco sem compromisso
Hoje não tem stress
Parei com a erva, mec
Eu não fecho com Locke
Eu amo o HIP HOP
Tô de marola aqui na minha área
Essa é tipo Taquara City 2
Em cada esquina milhões de histórias
Passou das duas só tem vinte e dois
Tô de marola aqui na minha área
Essa é tipo Taquara City 2
Em cada esquina milhões de histórias
Passou das duas só tem 22


De barra de ferro, corrente na mão
Eu era da gangue do Taquarão
Pegava o bonde lotado pro baile
A era mudou, tá tudo online
O tempo mudou, tá tudo mudado
Os moleque de agora se acha o brabo
Mas deixa pra lá, vamo' embrasar
O importante da vida é vivo estar
Eu sou TQR, sou JPA
Niggaz tá no feat com o BCK
Tamo' lá no PT, é só tu chegar
O fluxo é nosso é só marolar
Beck seletivo não pode faltar
Então traz a seda pra nós apertar
Quem tiver de fora só chegar e colar
E depois na onda é só decolar
Várias fumaça que subiu ali
Várias sinuca lá na Magali
Rapaziada no bairro da graça
O bonde todo fazia fumaça

Roda de rima juntava os irmão
Pra muito mano foi a salvação
Tomaram o Teixeira e o santa maria
Tomaram o jordão, tá os braço e os cria
Arma lá tem de monte, tá formado o bonde
Sangue frio e constante, tá de bico e de front
Não quero nem pensar, só posso lamentar
Minha área é meu lar, eu sou JPA

Tô de marola aqui na minha área
Essa é tipo Taquara City 2
Em cada esquina milhões de histórias
Passou das duas só tem vinte e dois
Tô de marola aqui na minha área
Essa é tipo Taquara City 2
Em cada esquina um milhão de histórias
Passou das duas só tem 22",https://genius.com/Bckrj-taquara-city-2-lyrics
Rádio Pirata,695RtGxv4fD6mdBj234InS,RPM,7lfmakKFOeQWdUrbmVK6EQ,Revoluções por Minuto,1hbH0q0Ff3BRP2iuwLd5om,1984,209693,42,"
Abordar navios mercantes
Invadir, pilhar, tomar o que é nosso
Pirataria nas ondas do rádio
Havia alguma coisa errada com o rei

Preparar a nossa invasão
E fazer justiça com as próprias mãos
Dinamitar um paiol de bobagens
E navegar o mar da tranquilidade

Toquem o meu coração
Façam a revolução
Que está no ar, nas ondas do rádio
No submundo repousa o repúdio
E deve despertar

Disputar em cada frequência
Um espaço nosso nessa decadência
Canções de guerra, quem sabe canções do mar
Canções de amor ao que vai vingar

Toquem o meu coração
Façam a revolução
Que está no ar, nas ondas do rádio
No underground repousa o repúdio
E deve despertar, wow!",https://genius.com/Rpm-radio-pirata-lyrics
O samba da minha terra,7keV7TdTmCQtOrkgmGmyar,Novos Baianos,2ohBjgFT9V0LRDWO2wF9DJ,Novos Baianos,1lIjoo7FJkEu36x6W69VfX,1972,207160,27,"O samba da minha terra deixa a gente mole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole
Quando se canta, tudo mundo bole
O samba da minha terra deixa a gente mole
Quando se canta, todo mundo bole
Quando se canta, todo mundo, todo mundo
Todo mundo, todo mundo, tudo mundo bole
Quando se canta, todo mundo bole

Quem não gosta de samba, bom sujeito não é
É ruim da cabeça ou é doente do pé
Eu nasci com o samba, no samba me criei
E do danado do samba, eu nunca me separei

Samba lá da Bahia, deixa a gente mole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole
É que samba lá da Bahia, deixa a gente mole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole

Quem não gosta de samba, bom sujeito não é
É ruim da cabeça ou é doente do pé
Eu nasci com o samba, no samba me criei
E do danado do samba, eu nunca me separei


É que samba lá da Bahia, deixa a gente mole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole
É que samba lá da Bahia, deixa a gente mole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole
Quando se canta, todo mundo bole

Quem não gosta de samba, bom sujeito não é
É ruim da cabeça ou é doente do pé
Eu nasci com o samba, no samba me criei
E do danado do samba, eu nunca me separei

Samba",https://genius.com/Novos-baianos-o-samba-da-minha-terra-lyrics
Miserere Nobis,3XxUGzfcyOYFiV86mQcKSy,Gilberto Gil,7oEkUINVIj1Nr3Wnj8tzqr,Tropicália Ou Panis Et Circensis,0samM57T0WsA9JhEmWkKEM,1968,219186,33,"

Miserere-re nobis (Ah, ah)
Ora, ora pro nobis (Ah, ah)
É no sempre será, ô, iaiá (Ah, ah)
É no sempre, sempre serão (Ah, ah)

Já não somos como na chegada
Calados e magros, esperando o jantar
Na borda do prato se limita a janta
As espinhas do peixe de volta pro mar
As espinhas do peixe de volta pro mar

Miserere-re nobis (Ah, ah)
Ora, ora pro nobis (Ah, ah)
É no sempre será, ô, iaiá (Ah, ah)
É no sempre, sempre serão (Ah, ah)

Tomara que um dia de um dia seja
Para todos e sempre a mesma cerveja
Tomara que um dia de um dia, não
Para todos e sempre metade do pão

Tomara que um dia de um dia seja
Que seja de linho a toalha da mesa
Tomara que um dia de um dia, não
Na mesa da gente tem banana e feijão

Miserere-re nobis (Ah, ah)
Ora, ora pro nobis (Ah, ah)
É no sempre será, ô, iaiá (Ah, ah)
É no sempre, sempre serão (Ah, ah)

Já não somos como na chegada
O sol já é claro nas águas quietas do mangue
Derramemos vinho no linho da mesa
Molhada de vinho e manchada de sangue
Molhada de vinho e manchada de sangue

Miserere-re nobis (Ah, ah)
Ora, ora pro nobis (Ah, ah)
É no sempre será, ô, iaiá (Ah, ah)
É no sempre, sempre serão (Ah, ah)

Bê, rê, á: ""brá""
Si, i, lê: ""zil""
Fê, u: ""fu""
Zê, i, lê: ""zil""
Cê, á: ""cá""
Nê, agá, a-o, til: ""ão""
Ora pro nobis, ora pro nobis
Ora pro nobis
Ah, ah
Ah, ah

Miserere-re nobis (Ah, ah)
Ora, ora pro nobis (Ah, ah)
É no sempre será, ô, iaiá (Ah, ah)
É no sempre, sempre serão (Ah, ah)",https://genius.com/Gilberto-gil-miserere-nobis-lyrics
Bat Macumba,1R0e4UjiRmtWIAoWJx334e,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Os Mutantes""",0RBkIFbQy91qv8Tqja20og,1968-01-01,190453,34,"Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba o
Bat Macumba ê ê, Bat Macumba
Bat Macumba ê ê, Bat Macum
Bat Macumba ê ê, Bat Ma
Bat Macumba ê ê, Bat
Bat Macumba ê ê, Ba
Bat Macumba ê ê
Bat Macumba ê
Bat Macumba
Bat Macum
Bat Ma
Bat
Ba
Bat
Bat Ma
Bat Macum
Bat Macumba
Bat Macumba ê
Bat Macumba ê ê
Bat Macumba ê ê, Ba
Bat Macumba ê ê, Bat
Bat Macumba ê ê, Bat Ma
Bat Macumba ê ê, Bat Macum
Bat Macumba ê ê, Bat Macumba
Bat Macumba ê ê, Bat Macumba o
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá",https://genius.com/Os-mutantes-bat-macumba-lyrics
Prova De Carinho,4dvSYOKfLQHarVXnVSG5wL,Adoniran Barbosa,7vTlV3ajnMxl5l0ahupUeP,Adoniran Barbosa,034ir9swD9gSpQNsfu9Ri4,1974-08-05,122760,47,"Com a corda mi do meu cavaquinho
Fiz uma aliança pra ela, prova de carinho
Com a corda mi do meu cavaquinho
Fiz uma aliança pra ela, prova de carinho

Quantas serenata' eu tenho que perder
Pois o cavaquinho já não pode mais gemer
Quanto sacrifício eu tive que fazer
Para dar a prova pra ela do meu bem querer

Com a corda mi do meu cavaquinho
Fiz uma aliança pra ela, prova de carinho
Com a corda mi do meu cavaquinho
Fiz uma aliança pra ela, prova de carinho

Quantas serenata' eu tenho que perder
Pois o cavaquinho já não pode mais gemer
Quanto sacrifício eu tive que fazer
Para dar a prova pra ela do meu bem querer

Com a corda mi do meu cavaquinho
Fiz uma aliança pra ela, prova de carinho
Com a corda mi do meu cavaquinho
Fiz uma aliança pra ela, prova de carinho
Com a corda mi do meu cavaquinho
Fiz uma aliança pra ela, prova de carinho",https://genius.com/Adoniran-barbosa-prova-de-carinho-lyrics
Me Deixa Em Paz,2Pj7HeGeJTkka3l1m649YG,"Milton Nascimento, Alaíde Costa","3Bnq7jiU506HcPjRgQ43TM, 2KkoeJkkFr802J5gPjlRGs",Clube Da Esquina,5risYG7klZCSLMNxB9dZhf,1972-01-03,185533,44,"
Se você não me queria
Não devia me procurar
Não devia me iludir
Nem deixar eu me apaixonar
Se você não me queria
Não devia me procurar
Não devia me iludir
Nem deixar eu me apaixonar

Evitar a dor
É impossível
Evitar esse amor
É muito mais
Você arruinou a minha vida
Me deixa em paz

Se você não me queria
Não devia me procurar
Não devia me iludir
Nem deixar eu me apaixonar
Não devia me iludir
Nem deixar eu me apaixonar",https://genius.com/Milton-nascimento-me-deixa-em-paz-lyrics
Aquele abraco,2lfcwaAUU6Fv8iGojoPVdT,Gilberto Gil,7oEkUINVIj1Nr3Wnj8tzqr,Aquele abraco,0IcN02t0QyZ4ejhYwB1yoZ,1969,234546,0,"
O Rio de Janeiro continua lindo
O Rio de Janeiro continua sendo
O Rio de Janeiro, Fevereiro e Março

Alô, alô, Realengo
Aquele Abraço!
Alô torcida do Flamengo
Aquele abraço
Alô, alô, Realengo
Aquele Abraço!
Alô torcida do Flamengo
Aquele abraço

Chacrinha continua
Balançando a pança
E buzinando a moça
E comandando a massa
E continua dando
As ordens no terreiro

Alô, alô, seu Chacrinha
Velho guerreiro
Alô, alô, Terezinha
Rio de Janeiro
Alô, alô, seu Chacrinha
Velho palhaço
Alô, alô, Terezinha
Aquele Abraço!

Alô, moça da favela
Aquele Abraço!
Todo mundo da Portela
Aquele Abraço!
Todo mês de fevereiro
Aquele passo!
Alô Banda de Ipanema
Aquele Abraço!

Meu caminho pelo mundo
Eu mesmo traço
A Bahia já me deu
Régua e compasso
Quem sabe de mim sou eu
Aquele Abraço!
Pra você que me esqueceu
Ruuummm!

Aquele abraço!
Alô Rio de Janeiro
Aquele abraço!
Todo o povo brasileiro
Aquele abraço!",https://genius.com/Gilberto-gil-aquele-abraco-lyrics
Sacramento,2x2DsMP7byarM49O0hLM3m,Milton Nascimento,3Bnq7jiU506HcPjRgQ43TM,Milagre Dos Peixes,1LnLV4d5u0x3f7a3DOrmLd,1973-04-02,115026,18,"Não morra que o mundo quer saber
As coisas que a vida não te impôs
A morte que sempre a ti perdeu
O amor que teus olhos sabem dar
Com o pranto calado me casei
De noivo do pobre me tornei
No crisma de busca assumi
O quarto fechado que afastei
Que um banho de cinzas batizou
E o mais que consigo é dizer
Com o pranto calado me casei
Um banho de cinzas batizou
O quarto fechado que afastei
No crisma de busca assumi
Dois olhos que ainda não achei",https://genius.com/Milton-nascimento-sacramento-lyrics
Menino Das Laranjas,7Fk6bI3p1gVGjWrDCaYVch,Elis Regina,0yFvXd36g5sNKYDi0Kkvl8,Samba Eu Canto Assim,2lXaHnMqlKkXpcNurtYmkP,1965-01-01,135693,36,"Vender sua laranja até se acabar
Filho de mãe solteira
Cuja ignorância tem que sustentar
E madrugada vai sentindo frio
Porque se o cesto não voltar vazio
A mãe já arranja um outro pra laranja e esse filho
Vai ter que apanhar
Compra laranja menino
E vai pra feira
É madrugada vai sentindo frio
Porque se o cesto não voltar vazio
A mãe já arranja um outro pra laranja
E esse filho Vai ter que apanhar
Compra laranja, laranja, laranja doutor
Ainda dou uma de quebra pro senhor
Lá no morro a gente acorda cedo e só trabalhar
Comida é pouca e muita roupa que a cidade manda pra lavar
De madrugada ele menino acorda cedo tentando encontrar
Um pouco pra poder viver até crescer e a vida melhorar
Compra laranja doutor
Ainda dou uma de quebra pro senhor
Compra laranja, laranja, laranja doutor (etc.)
Lá no morro a gente acorda cedo e é só trabalhar (etc.)
Ainda dou
Uma de quebra pro senhor
Compra laranja doutor
Que eu dou uma de quebra pro senhor
Seu doutor
Compra laranja doutor
Seu doutor",https://genius.com/Elis-regina-menino-das-laranjas-lyrics
